2025-07-28 23:10:43,418 |    INFO | __main__ | 🔖  Logging to logs/whisper_tiny_cv_fully_synthetic_nl_20250728_231043.log
2025-07-28 23:10:43,627 |    INFO | root | Using device: cuda
2025-07-28 23:10:43,627 |    INFO | root | Using model: yuriyvnv/whisper-tiny-cv-fully-synthetic-nl
2025-07-28 23:10:43,627 |    INFO | root | Loading model... 🎯
2025-07-28 23:10:46,160 |    INFO | root | Using device: cuda 💻
2025-07-28 23:10:46,160 |    INFO | root | Loading Common Voice 17.0 dataset... 📊
2025-07-28 23:10:46,458 |   ERROR | root |  README.md:   0%|          | 0.00/12.7k [00:00<?, ?B/s]
2025-07-28 23:29:54,566 |   ERROR | root | Processing validation: 100%|#########9| 11224/11252 [17:26<00:02, 11.67it/s]
2025-07-28 23:29:54,620 |    INFO | root | Zwartwerken wordt streng bestraft.
2025-07-28 23:29:54,621 |    INFO | root | Zwartwerken wordt streng bestraft.
2025-07-28 23:29:54,689 |    INFO | root | De bood mag niet aan meeren.
2025-07-28 23:29:54,689 |    INFO | root | De boot mocht niet aanmeren.
2025-07-28 23:29:54,689 |   ERROR | root | Processing validation: 100%|#########9| 11226/11252 [17:27<00:02, 12.75it/s]
2025-07-28 23:29:54,822 |    INFO | root | Er had zich aan een groep ramp te rusten verzamelt rondom de ongeluk.
2025-07-28 23:29:54,822 |    INFO | root | Er had zich al een groep ramptoeristen verzameld rond het ongeluk.
2025-07-28 23:29:54,878 |    INFO | root | Hij regert altijd tegen draats.
2025-07-28 23:29:54,878 |    INFO | root | Hij reageert altijd tegendraads.
2025-07-28 23:29:54,878 |   ERROR | root | Processing validation: 100%|#########9| 11228/11252 [17:27<00:02, 12.00it/s]
2025-07-28 23:29:54,990 |    INFO | root | Hij houden de vallen zak uit de brillebakken groeide die in een klieke.
2025-07-28 23:29:54,990 |    INFO | root | Hij haalde de vuilniszak uit de prullenbak en gooide die in een kliko.
2025-07-28 23:29:55,043 |    INFO | root | Ik kan zonder aan de fietsen.
2025-07-28 23:29:55,043 |    INFO | root | Ik kan zonder handen fietsen.
2025-07-28 23:29:55,043 |   ERROR | root | Processing validation: 100%|#########9| 11230/11252 [17:27<00:01, 12.04it/s]
2025-07-28 23:29:55,098 |    INFO | root | De fascinist bestuert de trein.
2025-07-28 23:29:55,098 |    INFO | root | De machinist bestuurt de trein.
2025-07-28 23:29:55,223 |    INFO | root | De vrouw kreeg een gratis, opkreekt naar een business class.
2025-07-28 23:29:55,223 |    INFO | root | De vrouw kreeg een gratis upgrade naar businessclass.
2025-07-28 23:29:55,223 |   ERROR | root | Processing validation: 100%|#########9| 11232/11252 [17:27<00:01, 11.76it/s]
2025-07-28 23:29:55,295 |    INFO | root | Ik vind het veel te kouten in januari.
2025-07-28 23:29:55,295 |    INFO | root | Ik vindt het veel te koud in januari.
2025-07-28 23:29:55,397 |    INFO | root | Mijn buurman maakt altijd het gras op zondag.
2025-07-28 23:29:55,397 |    INFO | root | Mijn buurman maait altijd het gras op zondag.
2025-07-28 23:29:55,397 |   ERROR | root | Processing validation: 100%|#########9| 11234/11252 [17:27<00:01, 11.67it/s]
2025-07-28 23:29:55,463 |    INFO | root | Is de elektriciënhal langs geweest?
2025-07-28 23:29:55,463 |    INFO | root | Is de elektricien al lang geweest?
2025-07-28 23:29:55,548 |    INFO | root | Kan je morgen wat eettemin brengen nu uit de borrel?
2025-07-28 23:29:55,548 |    INFO | root | Kan je morgen wat eten meebrengen naar de borrel?
2025-07-28 23:29:55,548 |   ERROR | root | Processing validation: 100%|#########9| 11236/11252 [17:27<00:01, 12.10it/s]
2025-07-28 23:29:55,607 |    INFO | root | De oude vrouw was best eens aan.
2025-07-28 23:29:55,607 |    INFO | root | De oude vrouw was best eenzaam.
2025-07-28 23:29:55,706 |    INFO | root | De ambilassen kwam snel om hulp te verlenen.
2025-07-28 23:29:55,706 |    INFO | root | De ambulance kwam snel om hulp te verlenen.
2025-07-28 23:29:55,706 |   ERROR | root | Processing validation: 100%|#########9| 11238/11252 [17:28<00:01, 12.26it/s]
2025-07-28 23:29:55,809 |    INFO | root | Het aantal politiëgenten was buitenproportie.
2025-07-28 23:29:55,809 |    INFO | root | Het aantal politieagenten was buiten proportie.
2025-07-28 23:29:55,903 |    INFO | root | Met name fietsers lopen gevaar in het verkeer.
2025-07-28 23:29:55,903 |    INFO | root | Met name fietsers lopen gevaar in het verkeer.
2025-07-28 23:29:55,903 |   ERROR | root | Processing validation: 100%|#########9| 11240/11252 [17:28<00:01, 11.55it/s]
2025-07-28 23:29:55,969 |    INFO | root | De wortel van een tachtig is negen.
2025-07-28 23:29:55,969 |    INFO | root | De wortel van eenentachtig is negen.
2025-07-28 23:29:56,024 |    INFO | root | Elzij vercent ontslag genomen.
2025-07-28 23:29:56,024 |    INFO | root | Els heeft recent ontslag genomen.
2025-07-28 23:29:56,024 |   ERROR | root | Processing validation: 100%|#########9| 11242/11252 [17:28<00:00, 12.69it/s]
2025-07-28 23:29:56,158 |    INFO | root | In het mandrijn, de officiële tafoonzina, gebruikens geen letters, maar karacters.
2025-07-28 23:29:56,159 |    INFO | root | In het Mandarijn, de officiële taal van China, gebruiken ze geen letters maar karakters.
2025-07-28 23:29:56,236 |    INFO | root | Als het morgen meer gaat waaien kunnen we leuk vliegenren.
2025-07-28 23:29:56,236 |    INFO | root | Als het morgen meer gaat waaien kunnen we leuk vliegeren.
2025-07-28 23:29:56,236 |   ERROR | root | Processing validation: 100%|#########9| 11244/11252 [17:28<00:00, 11.50it/s]
2025-07-28 23:29:56,309 |    INFO | root | Wat beter zij leren op zou het nog beter maken.
2025-07-28 23:29:56,309 |    INFO | root | Wat peterselie erop zou het nog beter maken.
2025-07-28 23:29:56,375 |    INFO | root | Vroeger was alles beter.
2025-07-28 23:29:56,375 |    INFO | root | Vroeger was alles beter.
2025-07-28 23:29:56,375 |   ERROR | root | Processing validation: 100%|#########9| 11246/11252 [17:28<00:00, 12.24it/s]
2025-07-28 23:29:56,518 |    INFO | root | De ruitenwassen ingaan de buitekant van het vletgebouw.
2025-07-28 23:29:56,519 |    INFO | root | De ruitenwasser hing aan de buitenkant van het flatgebouw.
2025-07-28 23:29:56,595 |    INFO | root | De campenaars komen uit het noord oosten van antwerpen.
2025-07-28 23:29:56,595 |    INFO | root | De Kempenaars komen uit het noordoosten van Antwerpen.
2025-07-28 23:29:56,595 |   ERROR | root | Processing validation: 100%|#########9| 11248/11252 [17:28<00:00, 11.09it/s]
2025-07-28 23:29:56,646 |    INFO | root | De verhaalijn zat goed in elkaar.
2025-07-28 23:29:56,646 |    INFO | root | De verhaallijn zat goed in elkaar.
2025-07-28 23:29:56,705 |    INFO | root | De beschuldigde heeft schuldige pleit.
2025-07-28 23:29:56,705 |    INFO | root | De beschuldigde heeft schuldig gepleit.
2025-07-28 23:29:56,705 |   ERROR | root | Processing validation: 100%|#########9| 11250/11252 [17:29<00:00, 12.56it/s]
2025-07-28 23:29:56,803 |    INFO | root | Het is de jeen van dak waarde of diep.
2025-07-28 23:29:56,803 |    INFO | root | Het is de J van Jaguar of Jeep.
2025-07-28 23:29:56,914 |    INFO | root | De marketing afdeling beheden de nieuwe commercial op de jarenvergaating.
2025-07-28 23:29:56,914 |    INFO | root | De marketing afdeling draaide de nieuwe commercial op de jaarvergadering.
2025-07-28 23:29:56,914 |   ERROR | root | Processing validation: 100%|##########| 11252/11252 [17:29<00:00, 11.48it/s]
2025-07-28 23:29:56,914 |   ERROR | root | Processing validation: 100%|##########| 11252/11252 [17:29<00:00, 10.72it/s]
2025-07-28 23:29:57,045 |    INFO | root | 
============================================================
2025-07-28 23:29:57,046 |    INFO | root | 🔍 EVALUATING ON TEST SET
2025-07-28 23:29:57,046 |    INFO | root | ============================================================
2025-07-28 23:29:57,046 |    INFO | root | 
🔄 Evaluating test split (11266 samples)...
2025-07-28 23:29:57,046 |   ERROR | root | Processing test:   0%|          | 0/11266 [00:00<?, ?it/s]
2025-07-28 23:29:57,123 |    INFO | root | Dat is de werkelijke uitdaging voor de komende jaren.
2025-07-28 23:29:57,123 |    INFO | root | Dat is de werkelijke uitdaging voor de komende jaren.
2025-07-28 23:29:57,241 |    INFO | root | De emoriginals zijn de oorspronkelijke bewoners van losthalië.
2025-07-28 23:29:57,242 |    INFO | root | De Aboriginals zijn de oorspronkelijke bewoners van Australië.
2025-07-28 23:29:57,242 |   ERROR | root | Processing test:   0%|          | 2/11266 [00:00<18:22, 10.22it/s]
2025-07-28 23:29:57,304 |    INFO | root | Het gaat niet alleen over economisch landen aan het.
2025-07-28 23:29:57,304 |    INFO | root | Het gaat niet alleen over economisch rendement.
2025-07-28 23:29:57,399 |    INFO | root | Maar tot een moord zit vorm, stoffen.
2025-07-28 23:29:57,399 |    INFO | root | Mijn toetsenbord zit vol stof.
2025-07-28 23:29:57,399 |   ERROR | root | Processing test:   0%|          | 4/11266 [00:00<16:15, 11.54it/s]
2025-07-28 23:29:57,491 |    INFO | root | Ik laat nu echter over deze vragen geen verder debat toe.
2025-07-28 23:29:57,491 |    INFO | root | Ik laat nu echter over deze vraag geen verder debat toe!
2025-07-28 23:29:57,574 |    INFO | root | Zo gaat de bank beschadigd met haar schede behoord.
2025-07-28 23:29:57,574 |    INFO | root | Ze had de bank beschadigd met haar skateboard.
2025-07-28 23:29:57,574 |   ERROR | root | Processing test:   0%|          | 6/11266 [00:00<16:19, 11.50it/s]
2025-07-28 23:29:57,698 |    INFO | root | De aan alcoholgredeteerde problemen zijn bevangrijk, ook in verschillende kandidaat-landen.
2025-07-28 23:29:57,698 |    INFO | root | De aan alcohol gerelateerde problemen zijn omvangrijk, ook in verschillende kandidaat-landen.
2025-07-28 23:29:57,783 |    INFO | root | Europa moet zich leren concentreren op twee cruciale aspecten.
2025-07-28 23:29:57,783 |    INFO | root | Europa moet zich blijven concentreren op twee cruciale aspecten.
2025-07-28 23:29:57,783 |   ERROR | root | Processing test:   0%|          | 8/11266 [00:00<17:38, 10.64it/s]
2025-07-28 23:29:57,879 |    INFO | root | Ik breng het verzoek tot schorsing van de vergadering in stemming.
2025-07-28 23:29:57,879 |    INFO | root | Ik breng het verzoek tot schorsing van de vergadering in stemming.
2025-07-28 23:29:57,975 |    INFO | root | Deze top heeft niet in alle opzichten aan de verwachting van voldaan.
2025-07-28 23:29:57,975 |    INFO | root | Deze top heeft niet in alle opzichten aan de verwachtingen voldaan.
2025-07-28 23:29:57,975 |   ERROR | root | Processing test:   0%|          | 10/11266 [00:00<17:45, 10.56it/s]
2025-07-28 23:29:58,076 |    INFO | root | Ook zien we steeds meer consistent signalen van stabilisatie in bepaalde lidstaten.
2025-07-28 23:29:58,076 |    INFO | root | Ook zien we steeds meer consistente signalen van stabilisatie in bepaalde lidstaten.
2025-07-28 23:29:58,128 |    INFO | root | Wij laat jij hier onderhoud doen.
2025-07-28 23:29:58,128 |    INFO | root | Waar laat jij je onderhoud doen?
2025-07-28 23:29:58,128 |   ERROR | root | Processing test:   0%|          | 12/11266 [00:01<16:35, 11.30it/s]
2025-07-28 23:29:58,297 |    INFO | root | Na het lezen van vele beoordelingen hadden we eigenlijk haar aflaten van de opgelept op met een kwetting toetsen wordt.
2025-07-28 23:29:58,297 |    INFO | root | Na het lezen van vele beoordelingen had ze eindelijk haar oog laten vallen op een laptop met een qwerty toetsenbord.
2025-07-28 23:29:58,423 |    INFO | root | Ik maak er ernstig bezwaar tegen, maar wanneer men één volk draagt temoniseren.
2025-07-28 23:29:58,424 |    INFO | root | Ik maak er ernstig bezwaar tegen wanneer men een volk tracht te demoniseren.
2025-07-28 23:29:58,424 |   ERROR | root | Processing test:   0%|          | 14/11266 [00:01<20:13,  9.27it/s]
2025-07-28 23:29:58,468 |    INFO | root | Dit lampbond zijn op.
2025-07-28 23:29:58,468 |    INFO | root | De tampons zijn op.
2025-07-28 23:29:58,607 |    INFO | root | Proberen wij kool die ook zien de emissies te beperken of proberen wij het energiegebruik terug te dringen.
2025-07-28 23:29:58,607 |    INFO | root | Proberen wij kooldioxide-emissies te beperken of proberen wij het energiegebruik terug te dringen?
2025-07-28 23:29:58,607 |   ERROR | root | Processing test:   0%|          | 16/11266 [00:01<19:16,  9.73it/s]
2025-07-28 23:29:58,681 |    INFO | root | Maar ik kent oligier nu al meer dan twee jaar.
2025-07-28 23:29:58,681 |    INFO | root | Marijke kent Olivier nu al meer dan twee jaar.
2025-07-28 23:29:58,745 |    INFO | root | Mijn partij vindt dan onverkkelijk.
2025-07-28 23:29:58,746 |    INFO | root | Mijn partij vindt dat onverkwikkelijk.
2025-07-28 23:29:58,746 |   ERROR | root | Processing test:   0%|          | 18/11266 [00:01<17:17, 10.84it/s]
2025-07-28 23:29:58,793 |    INFO | root | Er komt ineens iets in mij op.
2025-07-28 23:29:58,793 |    INFO | root | Er komt ineens iets in mij op.
2025-07-28 23:29:58,980 |    INFO | root | In het rommelige land en volken kunnen leslokaal bespraken we de bodem kwaliteit van verschillende regio's.
2025-07-28 23:29:58,980 |    INFO | root | In het rommelige land- en volkenkunde leslokaal bespraken we de bodemkwaliteit van verschillende regio's.
2025-07-28 23:29:58,980 |   ERROR | root | Processing test:   0%|          | 20/11266 [00:01<18:43, 10.01it/s]
2025-07-28 23:29:59,088 |    INFO | root | Het voeren van bedooid aan de eenden is eigenlijk ongezond voor de beest.
2025-07-28 23:29:59,088 |    INFO | root | Het voeren van brood aan eenden is eigenlijk ongezond voor de beesten.
2025-07-28 23:29:59,166 |    INFO | root | Jurie, datjaar, er spreekt uiteraard.
2025-07-28 23:29:59,166 |    INFO | root | Juni dit jaar is veel te laat.
2025-07-28 23:29:59,166 |   ERROR | root | Processing test:   0%|          | 22/11266 [00:02<18:20, 10.22it/s]
2025-07-28 23:29:59,247 |    INFO | root | Er werd met je stof samen, en tegen ons moeite dweilen.
2025-07-28 23:29:59,247 |    INFO | root | Parket moet je stofzuigen, tegels moet je dweilen.
2025-07-28 23:29:59,304 |    INFO | root | In onze buurt gekenteeren over.
2025-07-28 23:29:59,304 |    INFO | root | In onze buurt kent iedereen elkaar.
2025-07-28 23:29:59,304 |   ERROR | root | Processing test:   0%|          | 24/11266 [00:02<16:40, 11.23it/s]
2025-07-28 23:29:59,393 |    INFO | root | Er moet vandaag worden nu gestemd.
2025-07-28 23:29:59,393 |    INFO | root | Er moet vandaag worden gestemd.
2025-07-28 23:29:59,528 |    INFO | root | Mevrouw de commissaris, gezondheid zal gemak geen handelswaar zijn.
2025-07-28 23:29:59,529 |    INFO | root | Mevrouw de commissaris, gezondheidszorg mag geen handelswaar zijn.
2025-07-28 23:29:59,529 |   ERROR | root | Processing test:   0%|          | 26/11266 [00:02<18:00, 10.40it/s]
2025-07-28 23:29:59,594 |    INFO | root | Het probleem wordt nog vaak gungegeerd.
2025-07-28 23:29:59,595 |    INFO | root | Het probleem wordt nog vaak genegeerd.
2025-07-28 23:29:59,674 |    INFO | root | En u weet heel goed dat de natuur een hekel heeft aan vacuus.
2025-07-28 23:29:59,674 |    INFO | root | En u weet heel goed dat de natuur een hekel heeft aan vacuüms.
2025-07-28 23:29:59,674 |   ERROR | root | Processing test:   0%|          | 28/11266 [00:02<16:40, 11.23it/s]
2025-07-28 23:29:59,764 |    INFO | root | Dat zou namelijk een kleinere omvang van de vloot betekenen.
2025-07-28 23:29:59,764 |    INFO | root | Dat zou namelijk een kleinere omvang van de vloot betekenen.
2025-07-28 23:29:59,876 |    INFO | root | Naar mijn oordeel valt er namelijk niet meer zoveel te verbeteren op dit vlak.
2025-07-28 23:29:59,876 |    INFO | root | Naar mijn oordeel valt er namelijk niet meer zoveel te verbeteren op dit vlak.
2025-07-28 23:29:59,876 |   ERROR | root | Processing test:   0%|          | 30/11266 [00:02<17:20, 10.79it/s]
2025-07-28 23:29:59,955 |    INFO | root | Vral het hoofdstuk over het internetwet ongerustheid.
2025-07-28 23:29:59,955 |    INFO | root | Vooral het hoofdstuk over het internet wekt ongerustheid.
2025-07-28 23:30:00,006 |    INFO | root | Het is een tafel, u denkt.
2025-07-28 23:30:00,006 |    INFO | root | Heb je de tafel gedekt?
2025-07-28 23:30:00,006 |   ERROR | root | Processing test:   0%|          | 32/11266 [00:02<15:47, 11.86it/s]
2025-07-28 23:30:00,094 |    INFO | root | Elen wordt in de schanschuwen.
2025-07-28 23:30:00,094 |    INFO | root | Ine lag in de strandstoel.
2025-07-28 23:30:00,236 |    INFO | root | Bij dit voorstel gaat dit echter het primair om onsluiten niet om in verboot.
2025-07-28 23:30:00,236 |    INFO | root | Bij dit voorstel gaat het echter primair om insluiting, niet om een verbod.
2025-07-28 23:30:00,236 |   ERROR | root | Processing test:   0%|          | 34/11266 [00:03<17:30, 10.69it/s]
2025-07-28 23:30:00,279 |    INFO | root | Zevend plezier is elf.
2025-07-28 23:30:00,280 |    INFO | root | Zeven plus vier is elf.
2025-07-28 23:30:00,394 |    INFO | root | Zo niet, dan moet de begroting worden gewijzigd.
2025-07-28 23:30:00,394 |    INFO | root | Zo niet, dan moet de begroting worden gewijzigd.
2025-07-28 23:30:00,394 |   ERROR | root | Processing test:   0%|          | 36/11266 [00:03<16:40, 11.22it/s]
2025-07-28 23:30:00,459 |    INFO | root | Er is een dit verband nu hoop op een nieuw start.
2025-07-28 23:30:00,460 |    INFO | root | Er is in dit verband nu hoop op een nieuwe start.
2025-07-28 23:30:00,552 |    INFO | root | Haar verslag staat echter of boven van een neoliberale beleidsvoorstellen.
2025-07-28 23:30:00,552 |    INFO | root | Het verslag staat echter bol van de neoliberale beleidsvoorstellen.
2025-07-28 23:30:00,553 |   ERROR | root | Processing test:   0%|          | 38/11266 [00:03<16:08, 11.60it/s]
2025-07-28 23:30:00,648 |    INFO | root | Verstinkstig van het soort kanten ontkracht in worden redezegd.
2025-07-28 23:30:00,648 |    INFO | root | De stikstofuitstoot kan dan krachtig worden gereduceerd.
2025-07-28 23:30:00,703 |    INFO | root | Ik denk dat ik gevolgd was.
2025-07-28 23:30:00,703 |    INFO | root | Ik denk dat ik gevolgd word.
2025-07-28 23:30:00,703 |   ERROR | root | Processing test:   0%|          | 40/11266 [00:03<15:31, 12.06it/s]
2025-07-28 23:30:00,801 |    INFO | root | Dit alles maakt bijzonder beter.
2025-07-28 23:30:00,801 |    INFO | root | Dit alles smaakt bijzonder bitter.
2025-07-28 23:30:00,903 |    INFO | root | U verzetten is diensten begrotingspassen.
